Genome_ID,sample_latitude,sample_longitude
MarMAG_068983,NA,NA
MarMAG_000001,NA,NA
MarMAG_000002,NA,NA
MarMAG_068984,NA,NA
MarMAG_005889,25.5,-67.3
MarMAG_000003,38.10726,-121.648538
MarMAG_000103,38.107057,-121.647578
MarMAG_069864,38.84917,-75.1076
MarMAG_127628,38.84917,-75.1076
MarMAG_095105,38.84917,-75.1076
MarMAG_050711,38.84917,-75.1076
MarMAG_034669,38.84917,-75.1076
MarMAG_110226,38.84917,-75.1076
MarMAG_037159,38.84917,-75.1076
MarMAG_079517,38.84917,-75.1076
MarMAG_009196,38.84917,-75.1076
MarMAG_000006,38.848917,-75.1076
MarMAG_070449,38.848917,-75.1076
MarMAG_054285,38.848917,-75.1076
MarMAG_000005,38.848917,-75.1076
MarMAG_127318,38.848917,-75.1076
MarMAG_011387,38.848917,-75.1076
MarMAG_069929,38.848917,-75.1076
MarMAG_111432,38.848917,-75.1076
MarMAG_070450,38.848917,-75.1076
MarMAG_011388,38.848917,-75.1076
MarMAG_106792,38.848917,-75.1076
MarMAG_000007,38.848917,-75.1076
MarMAG_111433,38.848917,-75.1076
MarMAG_069749,38.84917,-75.1076
MarMAG_128272,38.84917,-75.1076
MarMAG_000008,-62.230512,-58.656117
MarMAG_000010,-62.231932,-58.655087
MarMAG_000009,-62.231932,-58.655087
MarMAG_087596,59.363333,18.119167
MarMAG_087693,59.363333,18.119167
MarMAG_000019,-54.810872,-68.295525
MarMAG_000011,-62.231932,-58.655087
MarMAG_000013,-62.231932,-58.655087
MarMAG_000014,-62.231932,-58.655087
MarMAG_000015,-62.231932,-58.655087
MarMAG_000016,-62.231932,-58.655087
MarMAG_000017,78.243786,15.656147
MarMAG_000020,-54.810872,-68.295525
MarMAG_013231,-62.231932,-58.655087
MarMAG_000012,-62.231932,-58.655087
MarMAG_000022,-62.230512,-58.656117
MarMAG_000023,-62.230512,-58.656117
MarMAG_082405,48.35,-123.3
MarMAG_080925,50,-145
MarMAG_080926,49.283333,-134.666667
MarMAG_084736,48.65,-126.666667
MarMAG_083989,48.6,-123.5
MarMAG_002259,48.6,-123.5
MarMAG_078532,48.6,-123.5
MarMAG_078475,48.6,-123.5
MarMAG_082728,48.6,-123.5
MarMAG_082158,48.6,-123.5
MarMAG_081654,48.6,-123.5
MarMAG_082159,48.6,-123.5
MarMAG_082953,48.6,-123.5
MarMAG_083990,48.6,-123.5
MarMAG_002260,48.6,-123.5
MarMAG_083991,48.6,-123.5
MarMAG_078476,48.6,-123.5
MarMAG_056698,48.6,-123.5
MarMAG_083678,48.6,-123.5
MarMAG_082160,48.6,-123.5
MarMAG_078477,48.6,-123.5
MarMAG_082161,48.6,-123.5
MarMAG_083303,48.6,-123.5
MarMAG_077644,48.6,-123.5
MarMAG_002261,48.6,-123.5
MarMAG_083992,48.6,-123.5
MarMAG_002641,48.6,-123.5
MarMAG_002384,48.6,-123.5
MarMAG_078746,48.6,-123.5
MarMAG_080927,48.97,-130.666667
MarMAG_084180,48.35,-123.29
MarMAG_082406,48.35,-123.29
MarMAG_083993,48.35,-123.29
MarMAG_002262,48.35,-123.29
MarMAG_078478,48.35,-123.29
MarMAG_083304,48.35,-123.29
MarMAG_082162,48.35,-123.29
MarMAG_078747,48.6,-123.5
MarMAG_082163,48.6,-123.5
MarMAG_083679,48.6,-123.5
MarMAG_078479,48.6,-123.5
MarMAG_002263,48.6,-123.5
MarMAG_083070,48.6,-123.5
MarMAG_083305,48.6,-123.5
MarMAG_082548,48.6,-123.5
MarMAG_002642,48.6,-123.5
MarMAG_002385,48.6,-123.5
MarMAG_045846,48.6,-123.5
MarMAG_002643,48.5663346,-123.5193257
MarMAG_002264,48.5663346,-123.5193257
MarMAG_080928,48.35,-123.3
MarMAG_084181,48.6,-123.5
MarMAG_083800,48.6,-123.5
MarMAG_083994,48.6,-123.5
MarMAG_078480,48.6,-123.5
MarMAG_002644,48.6,-123.5
MarMAG_083306,48.6,-123.5
MarMAG_079821,48.6,-123.5
MarMAG_082164,48.6,-123.5
MarMAG_084365,48.6,-123.5
MarMAG_002386,48.6,-123.5
MarMAG_056699,48.6,-123.5
MarMAG_078481,48.6,-123.5
MarMAG_078482,48.97,-130.666667
MarMAG_078483,48.35,-123.29
MarMAG_077645,48.35,-123.29
MarMAG_078359,48.35,-123.29
MarMAG_079822,48.35,-123.29
MarMAG_078748,48.35,-123.29
MarMAG_083307,48.35,-123.29
MarMAG_077445,48.35,-123.29
MarMAG_083436,48.35,-123.29
MarMAG_082749,48.35,-123.29
MarMAG_079823,48.6,-123.5
MarMAG_083995,48.6,-123.5
MarMAG_082165,48.35,-123.29
MarMAG_081655,48.35,-123.29
MarMAG_082407,48.35,-123.29
MarMAG_083996,48.35,-123.29
MarMAG_079998,48.35,-123.29
MarMAG_002265,48.35,-123.29
MarMAG_078484,48.35,-123.29
MarMAG_078749,48.35,-123.29
MarMAG_082166,48.5663346,-123.5193257
MarMAG_002266,48.5663346,-123.5193257
MarMAG_083997,48.5663346,-123.5193257
MarMAG_078485,48.5663346,-123.5193257
MarMAG_082729,48.5663346,-123.5193257
MarMAG_084534,48.6,-123.5
MarMAG_083998,48.6,-123.5
MarMAG_083394,48.6,-123.5
MarMAG_083719,48.6,-123.5
MarMAG_083143,48.6,-123.5
MarMAG_078486,48.6,-123.5
MarMAG_078750,48.6,-123.5
MarMAG_082167,48.6,-123.5
MarMAG_083308,48.6,-123.5
MarMAG_078360,48.6,-123.5
MarMAG_083680,48.6,-123.5
MarMAG_045847,48.6,-123.5
MarMAG_082549,48.6,-123.5
MarMAG_002267,48.6,-123.5
MarMAG_081950,48.6,-123.5
MarMAG_056700,48.6,-123.5
MarMAG_002387,48.6,-123.5
MarMAG_080929,49.283333,-134.666667
MarMAG_082168,48.6,-123.5
MarMAG_079824,48.6,-123.5
MarMAG_080930,49.283333,-134.666667
MarMAG_080931,48.65,-126.666667
MarMAG_078221,48.6,-123.5
MarMAG_083801,48.6,-123.5
MarMAG_083999,48.6,-123.5
MarMAG_002268,48.6,-123.5
MarMAG_082169,48.6,-123.5
MarMAG_081656,48.6,-123.5
MarMAG_078222,48.6,-123.5
MarMAG_084000,48.6,-123.5
MarMAG_082170,48.6,-123.5
MarMAG_079825,48.6,-123.5
MarMAG_083309,48.6,-123.5
MarMAG_084699,49.283333,-134.666667
MarMAG_084001,48.6,-123.5
MarMAG_036061,48.6,-123.5
MarMAG_082171,48.6,-123.5
MarMAG_078751,48.6,-123.5
MarMAG_082172,48.6,-123.5
MarMAG_083681,48.6,-123.5
MarMAG_002269,48.6,-123.5
MarMAG_078533,48.6,-123.5
MarMAG_083071,48.6,-123.5
MarMAG_078487,48.6,-123.5
MarMAG_084002,48.35,-123.29
MarMAG_082173,48.35,-123.29
MarMAG_002270,48.35,-123.29
MarMAG_077800,48.35,-123.3
MarMAG_082174,48.35,-123.3
MarMAG_082408,48.35,-123.29
MarMAG_079826,48.6,-123.5
MarMAG_082175,48.6,-123.5
MarMAG_078223,48.6,-123.5
MarMAG_002271,48.6,-123.5
MarMAG_084003,48.6,-123.5
MarMAG_078488,48.6,-123.5
MarMAG_082730,48.6,-123.5
MarMAG_082176,48.6,-123.5
MarMAG_084004,48.5663346,-123.5193257
MarMAG_082954,48.6,-123.5
MarMAG_084005,48.6,-123.5
MarMAG_083682,48.6,-123.5
MarMAG_082177,48.6,-123.5
MarMAG_083310,48.6,-123.5
MarMAG_082178,48.6,-123.5
MarMAG_082731,48.6,-123.5
MarMAG_076390,48.6,-123.5
MarMAG_079999,48.6,-123.5
MarMAG_083683,48.6,-123.5
MarMAG_002272,48.6,-123.5
MarMAG_002645,48.6,-123.5
MarMAG_078752,48.6,-123.5
MarMAG_078489,48.6,-123.5
MarMAG_083072,48.35,-123.3
MarMAG_002646,48.35,-123.3
MarMAG_078490,48.35,-123.3
MarMAG_078753,48.35,-123.3
MarMAG_082179,48.35,-123.3
MarMAG_002273,48.6,-123.5
MarMAG_002647,48.6,-123.5
MarMAG_082732,48.6,-123.5
MarMAG_078491,48.6,-123.5
MarMAG_082180,48.6,-123.5
MarMAG_078754,48.6,-123.5
MarMAG_084182,48.6,-123.5
MarMAG_082409,48.6,-123.5
MarMAG_084366,48.6,-123.5
MarMAG_082181,48.6,-123.5
MarMAG_002274,48.6,-123.5
MarMAG_084006,48.6,-123.5
MarMAG_056701,48.6,-123.5
MarMAG_083822,48.6,-123.5
MarMAG_081657,48.6,-123.5
MarMAG_078492,48.6,-123.5
MarMAG_002388,48.6,-123.5
MarMAG_078755,48.6,-123.5
MarMAG_082182,48.6,-123.5
MarMAG_083311,48.6,-123.5
MarMAG_002275,48.6,-123.5
MarMAG_083073,48.6,-123.5
MarMAG_056702,48.6,-123.5
MarMAG_002648,48.6,-123.5
MarMAG_080932,48.97,-130.666667
MarMAG_081377,48.6,-123.5
MarMAG_082183,48.6,-123.5
MarMAG_083015,48.6,-123.5
MarMAG_076391,48.6,-123.5
MarMAG_084484,48.6,-123.5
MarMAG_077523,48.6,-123.5
MarMAG_078756,48.6,-123.5
MarMAG_081658,48.6,-123.5
MarMAG_082410,48.6,-123.5
MarMAG_084485,48.6,-123.5
MarMAG_081951,48.6,-123.5
MarMAG_078493,48.6,-123.5
MarMAG_083016,48.6,-123.5
MarMAG_082184,48.6,-123.5
MarMAG_002276,48.6,-123.5
MarMAG_084007,48.5663346,-123.5193257
MarMAG_081659,48.5663346,-123.5193257
MarMAG_082185,48.5663346,-123.5193257
MarMAG_083017,48.5663346,-123.5193257
MarMAG_076392,48.5663346,-123.5193257
MarMAG_084008,48.5663346,-123.5193257
MarMAG_080933,50,-145
MarMAG_080934,48.97,-130.666667
MarMAG_032924,48.97,-130.666667
MarMAG_082411,50,-145
MarMAG_080935,49.283333,-134.666667
MarMAG_080936,49.283333,-134.666667
MarMAG_080000,48.6,-123.5
MarMAG_082412,48.6,-123.5
MarMAG_084009,48.6,-123.5
MarMAG_036062,48.6,-123.5
MarMAG_083018,48.6,-123.5
MarMAG_082413,48.35,-123.3
MarMAG_081660,48.35,-123.3
MarMAG_084183,48.35,-123.3
MarMAG_078494,48.35,-123.3
MarMAG_082186,48.35,-123.3
MarMAG_078757,48.35,-123.3
MarMAG_084184,48.35,-123.3
MarMAG_081661,48.35,-123.3
MarMAG_078495,48.35,-123.3
MarMAG_082187,48.35,-123.3
MarMAG_082414,48.35,-123.3
MarMAG_082188,48.35,-123.3
MarMAG_081662,48.35,-123.3
MarMAG_080937,48.35,-123.3
MarMAG_080938,50,-145
MarMAG_080939,49.566667,-138.666667
MarMAG_080940,49.566667,-138.666667
MarMAG_080445,48.65,-126.666667
MarMAG_079543,48.65,-126.666667
MarMAG_080941,48.65,-126.666667
MarMAG_080942,49.566667,-138.666667
MarMAG_000024,38.10726,-121.648538
MarMAG_000025,38.10726,-121.648538
MarMAG_000026,38.10726,-121.648538
MarMAG_000027,38.106796,-121.646457
MarMAG_000028,38.106796,-121.646457
MarMAG_000029,38.106796,-121.646457
MarMAG_000030,38.106796,-121.646457
MarMAG_000031,38.106796,-121.646457
MarMAG_080943,48.97,-130.666667
MarMAG_081275,48.97,-130.666667
MarMAG_038559,49.566667,-138.666667
MarMAG_081663,48.6,-123.5
MarMAG_080001,48.6,-123.5
MarMAG_078224,48.6,-123.5
MarMAG_082955,48.6,-123.5
MarMAG_046091,48.6,-123.5
MarMAG_082415,48.35,-123.29
MarMAG_084185,48.35,-123.29
MarMAG_080002,48.35,-123.29
MarMAG_078496,48.35,-123.29
MarMAG_082189,48.35,-123.29
MarMAG_086679,37.568817,-122.10315
MarMAG_086839,37.568817,-122.10315
MarMAG_086859,37.5693,-122.102517
MarMAG_086909,37.5693,-122.102517
MarMAG_086871,37.5693,-122.102517
MarMAG_087044,17.951083,-67.193167
MarMAG_086860,17.951083,-67.193167
MarMAG_087048,17.951083,-67.193167
MarMAG_087089,17.951083,-67.193167
MarMAG_087063,17.951083,-67.193167
MarMAG_087040,17.951083,-67.193167
MarMAG_087021,17.951083,-67.193167
MarMAG_087003,17.951083,-67.193167
MarMAG_086997,17.951083,-67.193167
MarMAG_086840,37.569167,-122.1019
MarMAG_086884,37.569167,-122.1019
MarMAG_086938,37.569167,-122.1019
MarMAG_086913,37.569167,-122.1019
MarMAG_086680,37.569167,-122.1019
MarMAG_086861,37.569167,-122.1019
MarMAG_086885,37.569017,-122.102433
MarMAG_086939,37.569017,-122.102433
MarMAG_086681,37.569017,-122.102433
MarMAG_086841,37.569017,-122.102433
MarMAG_086862,37.569017,-122.102433
MarMAG_087144,37.569083,-122.103267
MarMAG_114894,37.569083,-122.103267
MarMAG_000032,NA,NA
MarMAG_114888,37.568817,-122.10315
MarMAG_000033,NA,NA
MarMAG_000042,NA,NA
MarMAG_000034,NA,NA
MarMAG_000036,NA,NA
MarMAG_000037,NA,NA
MarMAG_000038,NA,NA
MarMAG_000039,NA,NA
MarMAG_000040,NA,NA
MarMAG_000035,NA,NA
MarMAG_000045,NA,NA
MarMAG_000041,NA,NA
MarMAG_000043,NA,NA
MarMAG_000044,NA,NA
MarMAG_000046,NA,NA
MarMAG_000047,NA,NA
MarMAG_000048,NA,NA
MarMAG_000049,NA,NA
MarMAG_000050,NA,NA
MarMAG_000051,NA,NA
MarMAG_000052,NA,NA
MarMAG_000053,NA,NA
MarMAG_000054,NA,NA
MarMAG_007089,17.950617,-67.193417
MarMAG_000055,17.950617,-67.193417
MarMAG_087025,17.950617,-67.193417
MarMAG_087085,17.950617,-67.193417
MarMAG_087597,59.363333,18.119167
MarMAG_000056,38.10726,-121.648538
MarMAG_098847,46.235,-123.91
MarMAG_029967,46.235,-123.91
MarMAG_003072,46.233,-124.16
MarMAG_127629,46.233,-124.16
MarMAG_096774,46.233,-124.16
MarMAG_029968,46.233,-124.16
MarMAG_009197,46.233,-124.16
MarMAG_030199,46.233,-124.16
MarMAG_098738,46.233,-124.16
MarMAG_031271,46.233,-124.16
MarMAG_030133,46.239,-124.161
MarMAG_029969,46.239,-124.161
MarMAG_127630,46.239,-124.161
MarMAG_009198,46.239,-124.161
MarMAG_066420,46.239,-124.161
MarMAG_098739,46.239,-124.161
MarMAG_096775,46.239,-124.161
MarMAG_031272,46.239,-124.161
MarMAG_003073,46.233,-124.16
MarMAG_030134,46.233,-124.16
MarMAG_127631,46.233,-124.16
MarMAG_110637,46.233,-124.16
MarMAG_076393,46.233,-124.16
MarMAG_009199,46.233,-124.16
MarMAG_082416,46.233,-124.16
MarMAG_030159,46.233,-124.16
MarMAG_031273,46.233,-124.16
MarMAG_000021,-54.810872,-68.295525
MarMAG_068774,-21.99002,-176.568744
MarMAG_086432,-21.99002,-176.568744
MarMAG_068717,-20.180059,-176.601242
MarMAG_000057,-20.180059,-176.601242
MarMAG_096415,-20.180059,-176.601242
MarMAG_080944,-20.180059,-176.601242
MarMAG_068718,-20.682131,-176.183363
MarMAG_007425,-20.682131,-176.183363
MarMAG_096416,-20.682131,-176.183363
MarMAG_068719,-20.054108,-176.133522
MarMAG_007426,-20.054108,-176.133522
MarMAG_068725,-20.054108,-176.133522
MarMAG_068771,-20.054108,-176.133522
MarMAG_007427,NA,NA
MarMAG_134564,NA,NA
MarMAG_068726,NA,NA
MarMAG_076880,27.015833,-111.425
MarMAG_000065,27.015833,-111.425
MarMAG_000068,27.015833,-111.425
MarMAG_062352,27.015833,-111.425
MarMAG_077013,27.015833,-111.425
MarMAG_076854,27.015833,-111.425
MarMAG_005436,27.015833,-111.425
MarMAG_076987,27.015833,-111.425
MarMAG_000070,27.015833,-111.425
MarMAG_089049,27.015833,-111.425
MarMAG_000072,27.015833,-111.425
MarMAG_076947,27.015833,-111.425
MarMAG_049234,27.015833,-111.425
MarMAG_076851,27.015833,-111.425
MarMAG_076944,27.015833,-111.425
MarMAG_076849,27.015833,-111.425
MarMAG_080003,27.015833,-111.425
MarMAG_108305,27.015833,-111.425
MarMAG_081079,27.015833,-111.425
MarMAG_088478,27.015833,-111.425
MarMAG_076857,27.015833,-111.425
MarMAG_095957,NA,NA
MarMAG_095982,NA,NA
MarMAG_095930,NA,NA
MarMAG_072040,18.35,-81.85
MarMAG_005157,18.35,-81.85
MarMAG_112168,18.35,-81.85
MarMAG_000079,18.35,-81.85
MarMAG_095795,NA,NA
MarMAG_095821,NA,NA
MarMAG_075365,NA,NA
MarMAG_095853,NA,NA
MarMAG_095863,NA,NA
MarMAG_095875,NA,NA
MarMAG_095920,NA,NA
MarMAG_095866,NA,NA
MarMAG_000081,NA,NA
MarMAG_072041,18.35,-81.85
MarMAG_005158,18.35,-81.85
MarMAG_100219,18.35,-81.85
MarMAG_089388,18.35,-81.85
MarMAG_100932,18.35,-81.85
MarMAG_085221,38.946945,-76.41722
MarMAG_000082,-0.5938889,-91.06944
MarMAG_116072,-1.2161111,-90.422775
MarMAG_095969,34.6478111,-77.1112083
MarMAG_095822,34.6478111,-77.1112083
MarMAG_095854,34.6478111,-77.1112083
MarMAG_095769,34.6478111,-77.1112083
MarMAG_095962,34.6478111,-77.1112083
MarMAG_000083,34.6478111,-77.1112083
MarMAG_095946,34.6478111,-77.1112083
MarMAG_115207,34.6478111,-77.1112083
MarMAG_000085,34.6478111,-77.1112083
MarMAG_095992,34.6478111,-77.1112083
MarMAG_096024,NA,NA
MarMAG_109316,NA,NA
MarMAG_111434,NA,NA
MarMAG_109384,NA,NA
MarMAG_111698,NA,NA
MarMAG_003507,NA,NA
MarMAG_095733,NA,NA
MarMAG_111435,NA,NA
MarMAG_000086,36.5,25.45
MarMAG_000087,36.5,25.45
MarMAG_000088,36.5,25.45
MarMAG_113574,36.5,25.45
MarMAG_000090,36.5,25.45
MarMAG_113585,36.5,25.45
MarMAG_026654,36.5,25.45
MarMAG_113555,36.5,25.45
MarMAG_113571,36.5,25.45
MarMAG_000091,36.5,25.45
MarMAG_113595,36.5,25.45
MarMAG_000092,36.5,25.45
MarMAG_085244,47.76,-127.76
MarMAG_080101,47.76,-127.76
MarMAG_080128,47.76,-127.76
MarMAG_000094,47.76,-127.76
MarMAG_080110,47.76,-127.76
MarMAG_080086,47.76,-127.76
MarMAG_000096,47.76,-127.76
MarMAG_000100,47.76,-127.76
MarMAG_080115,47.76,-127.76
MarMAG_080137,47.76,-127.76
MarMAG_080108,47.76,-127.76
MarMAG_085262,47.76,-127.76
MarMAG_069448,47.76,-127.76
MarMAG_069428,47.76,-127.76
MarMAG_080083,47.76,-127.76
MarMAG_080123,47.76,-127.76
MarMAG_080119,47.76,-127.76
MarMAG_080131,47.76,-127.76
MarMAG_080066,47.76,-127.76
MarMAG_080089,47.76,-127.76
MarMAG_080056,47.76,-127.76
MarMAG_080139,47.76,-127.76
MarMAG_085256,47.76,-127.76
MarMAG_080076,47.76,-127.76
MarMAG_080093,47.76,-127.76
MarMAG_069454,47.76,-127.76
MarMAG_003494,47.76,-127.76
MarMAG_000102,38.107057,-121.647578
MarMAG_000104,38.107057,-121.647578
MarMAG_084010,NA,NA
MarMAG_081361,47.6906558,-122.404411
MarMAG_000105,NA,NA
MarMAG_069496,30.12,-42.12
MarMAG_000106,41.575836,-70.63923
MarMAG_000107,41.575836,-70.63923
MarMAG_000108,-3.565,149.989
MarMAG_000109,-3.565,149.989
MarMAG_000110,-3.721194,151.674553
MarMAG_000111,-3.721194,151.674553
MarMAG_000112,38.1072,-121.6485
MarMAG_000004,38.1072,-121.6485
MarMAG_000113,38.1072,-121.6485
MarMAG_088072,28.7167,-90.8333
MarMAG_088025,28.7167,-90.8333
MarMAG_087978,28.7167,-90.8333
MarMAG_088081,28.7167,-90.8333
MarMAG_088022,28.7167,-90.8333
MarMAG_088109,28.7167,-90.8333
MarMAG_123583,28.7167,-90.8333
MarMAG_042468,28.7167,-90.8333
MarMAG_088000,28.7167,-90.8333
MarMAG_088138,28.7167,-90.8333
MarMAG_088090,28.7167,-90.8333
MarMAG_000116,28.7167,-90.8333
MarMAG_088129,28.7167,-90.8333
MarMAG_096952,NA,NA
MarMAG_093887,NA,NA
MarMAG_093877,NA,NA
MarMAG_047301,NA,NA
MarMAG_133676,NA,NA
MarMAG_093927,NA,NA
MarMAG_093981,NA,NA
MarMAG_093959,NA,NA
MarMAG_003187,NA,NA
MarMAG_093944,NA,NA
MarMAG_071637,NA,NA
MarMAG_010628,NA,NA
MarMAG_000118,NA,NA
MarMAG_061430,NA,NA
MarMAG_093940,NA,NA
MarMAG_038942,NA,NA
MarMAG_093965,NA,NA
MarMAG_093979,NA,NA
MarMAG_097232,NA,NA
MarMAG_111919,22.8,-46.05
MarMAG_000119,NA,NA
MarMAG_000121,22.78,-46.09
MarMAG_000122,22.78,-46.09
MarMAG_111873,22.78,-46.09
MarMAG_000123,22.78,-46.09
MarMAG_073304,22.78,-46.09
MarMAG_000124,22.78,-46.09
MarMAG_000125,22.78,-46.09
MarMAG_111840,22.78,-46.09
MarMAG_073306,22.8,-46.05
MarMAG_073311,22.8,-46.05
MarMAG_073299,22.8,-46.05
MarMAG_073323,22.8,-46.05
MarMAG_073317,22.8,-46.05
MarMAG_073309,22.8,-46.05
MarMAG_069272,73.763167,8.464
MarMAG_000127,73.763167,8.464
MarMAG_000129,73.763167,8.464
MarMAG_000173,73.763167,8.464
MarMAG_000175,73.763167,8.464
MarMAG_000177,73.763167,8.464
MarMAG_018176,73.763167,8.464
MarMAG_113892,73.763167,8.464
MarMAG_000179,73.763167,8.464
MarMAG_000180,73.763167,8.464
MarMAG_069263,73.763167,8.464
MarMAG_000181,73.763167,8.464
MarMAG_000185,73.763167,8.464
MarMAG_000187,73.763167,8.464
MarMAG_000189,73.763167,8.464
MarMAG_000192,73.763167,8.464
MarMAG_105550,NA,NA
MarMAG_105566,NA,NA
MarMAG_105538,NA,NA
MarMAG_105602,NA,NA
MarMAG_105536,NA,NA
MarMAG_105594,NA,NA
MarMAG_105346,NA,NA
MarMAG_105562,NA,NA
MarMAG_071569,NA,NA
MarMAG_000193,22.75,-158
MarMAG_000194,22.75,-158
MarMAG_000195,22.75,-158
MarMAG_000196,22.75,-158
MarMAG_002834,NA,NA
MarMAG_002649,NA,NA
MarMAG_056703,NA,NA
MarMAG_062583,NA,NA
MarMAG_061325,NA,NA
MarMAG_046092,NA,NA
MarMAG_077725,NA,NA
MarMAG_078021,NA,NA
MarMAG_001273,NA,NA
MarMAG_001184,NA,NA
MarMAG_044836,NA,NA
MarMAG_076394,NA,NA
MarMAG_078758,NA,NA
MarMAG_084186,NA,NA
MarMAG_067235,NA,NA
MarMAG_083312,NA,NA
MarMAG_080004,NA,NA
MarMAG_046399,NA,NA
MarMAG_083514,NA,NA
MarMAG_081863,NA,NA
MarMAG_082550,NA,NA
MarMAG_054567,NA,NA
MarMAG_046146,NA,NA
MarMAG_000197,45.92274,-129.988104
MarMAG_007349,45.92274,-129.988104
MarMAG_000198,45.92274,-129.988104
MarMAG_000199,45.9332,-129.982268
MarMAG_000201,45.9332,-129.982268
MarMAG_000202,45.9332,-129.982268
MarMAG_000203,45.9332,-129.982268
MarMAG_038560,45.9332,-129.982268
MarMAG_000204,45.9332,-129.982268
MarMAG_000205,45.9332,-129.982268
MarMAG_007346,45.9332,-129.982268
MarMAG_000206,45.9332,-129.982268
MarMAG_080945,45.9332,-129.982268
MarMAG_019492,-13.71,-81.389
MarMAG_102852,-13.71,-81.389
MarMAG_102686,-13.71,-81.389
MarMAG_092110,22.75,-158
MarMAG_080946,22.75,-158
MarMAG_041142,22.75,-158
MarMAG_089723,22.75,-158
MarMAG_000210,22.75,-158
MarMAG_080947,22.75,-158
MarMAG_041143,22.75,-158
MarMAG_005159,22.75,-158
MarMAG_020815,22.75,-158
MarMAG_041144,22.75,-158
MarMAG_090360,22.75,-158
MarMAG_020816,22.75,-158
MarMAG_090489,22.75,-158
MarMAG_027534,22.75,-158
MarMAG_089292,22.75,-158
MarMAG_020712,22.75,-158
MarMAG_090490,22.75,-158
MarMAG_020009,22.75,-158
MarMAG_092111,22.75,-158
MarMAG_089507,22.75,-158
MarMAG_020228,22.75,-158
MarMAG_042800,22.75,-158
MarMAG_089050,22.75,-158
MarMAG_005160,22.75,-158
MarMAG_091087,22.75,-158
MarMAG_089389,22.75,-158
MarMAG_090361,22.75,-158
MarMAG_089293,22.75,-158
MarMAG_090532,22.75,-158
MarMAG_089294,22.75,-158
MarMAG_005161,22.75,-158
MarMAG_067631,22.75,-158
MarMAG_089173,22.75,-158
MarMAG_067632,NA,NA
MarMAG_106457,NA,NA
MarMAG_000207,45.9332,-129.982268
MarMAG_038561,45.9332,-129.982268
MarMAG_000211,45.9332,-129.982268
MarMAG_007428,45.933231,-130.013645
MarMAG_000214,45.933231,-130.013645
MarMAG_023653,NA,NA
MarMAG_112631,NA,NA
MarMAG_129403,NA,NA
MarMAG_092163,NA,NA
MarMAG_001002,NA,NA
MarMAG_112635,NA,NA
MarMAG_023469,NA,NA
MarMAG_103672,NA,NA
MarMAG_103634,NA,NA
MarMAG_114052,NA,NA
MarMAG_103641,NA,NA
MarMAG_002910,NA,NA
MarMAG_098184,NA,NA
MarMAG_000225,NA,NA
MarMAG_103649,NA,NA
MarMAG_002911,NA,NA
MarMAG_098185,NA,NA
MarMAG_000226,NA,NA
MarMAG_103673,NA,NA
MarMAG_103622,NA,NA
MarMAG_103674,NA,NA
MarMAG_002912,NA,NA
MarMAG_000227,NA,NA
MarMAG_103650,NA,NA
MarMAG_098186,NA,NA
MarMAG_081276,45.9372,-130.082
MarMAG_080948,45.9372,-130.082
MarMAG_000208,45.93316,-129.9822
MarMAG_000230,45.93316,-129.9822
MarMAG_000231,45.93316,-129.9822
MarMAG_000200,45.93316,-129.9822
MarMAG_112520,45.93316,-129.9822
MarMAG_000233,45.93316,-129.9822
MarMAG_000232,45.93316,-129.9822
MarMAG_000234,45.93316,-129.9822
MarMAG_000235,45.93316,-129.9822
MarMAG_007335,45.933177,-130.013868
MarMAG_007323,45.933177,-130.013868
MarMAG_080949,45.933177,-130.013868
MarMAG_007343,45.933177,-130.013868
MarMAG_007319,45.933177,-130.013868
MarMAG_007328,45.933177,-130.013868
MarMAG_080950,45.9228,-129.9883
MarMAG_007362,45.9228,-129.9883
MarMAG_007360,45.9228,-129.9883
MarMAG_007372,45.9228,-129.9883
MarMAG_123654,NA,NA
MarMAG_134107,NA,NA
MarMAG_070451,NA,NA
MarMAG_000237,NA,NA
MarMAG_128916,NA,NA
MarMAG_128144,NA,NA
MarMAG_104272,NA,NA
MarMAG_132889,NA,NA
MarMAG_104243,NA,NA
MarMAG_133905,NA,NA
MarMAG_132143,NA,NA
MarMAG_009638,NA,NA
MarMAG_131651,NA,NA
MarMAG_009200,NA,NA
MarMAG_071513,NA,NA
MarMAG_128784,NA,NA
MarMAG_000238,NA,NA
MarMAG_000239,NA,NA
MarMAG_113356,36.5263,25.4867
MarMAG_113336,36.5263,25.4867
MarMAG_113399,36.5263,25.4867
MarMAG_113283,36.5263,25.4867
MarMAG_113313,36.5263,25.4867
MarMAG_113385,36.5263,25.4867
MarMAG_113301,36.5263,25.4867
MarMAG_113220,36.5263,25.4867
MarMAG_113270,36.5263,25.4867
MarMAG_000241,36.5263,25.4867
MarMAG_000243,36.5263,25.4867
MarMAG_113294,36.5263,25.4867
MarMAG_000245,36.5263,25.4867
MarMAG_113382,36.5263,25.4867
MarMAG_113309,36.5263,25.4867
MarMAG_113366,36.5263,25.4867
MarMAG_113213,36.5263,25.4867
MarMAG_113230,36.5263,25.4867
MarMAG_113280,36.5263,25.4867
MarMAG_113210,36.5263,25.4867
MarMAG_113268,36.5263,25.4867
MarMAG_113266,36.5263,25.4867
MarMAG_113342,36.5263,25.4867
MarMAG_113354,36.5263,25.4867
MarMAG_113372,36.5263,25.4867
MarMAG_113222,36.5263,25.4867
